,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux,Sectors
53900,00041170667-03,41170667,3,3,6893.0,4.17822,0.974115,5.15425e-06,6.51401,6.50436,0.0361207,13.6929,0.0220273,1.65192,1462.82,147.022,0.551848,1382.09,0.000935679,0.020138,0.211209,2.58245,0.42708,309,162.299,19.6479,4.93461,2633.99,11375.7,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53901,00041173537-01,41173537,1,2,4609.0,4.54226,0.593151,6.57727e-06,1.6219,0.61229,0.0195979,1.96232,0.0124498,0.758076,473.553,30.1569,2.47568,1325.46,0.000842719,0.0526018,0.00999983,18.4273,0.32083,602,318.567,12.7927,2.92288,1586.99,1499.06,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53902,00041173537-02,41173537,2,2,4609.0,4.54226,0.593103,5.16479e-06,1.78945,0.462384,0.0216224,1.5635,0.0124491,0.758076,576.488,25.0428,3.22637,1325.77,0.000762843,0.0815314,0.00999983,0.0,0.29583,602,503.459,19.8289,3.62815,1587.03,1499.23,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53903,00041174274-01,41174274,1,3,7757.0,4.28079,0.209224,0.00034651,0.316218,0.704122,0.00178476,4.15382,0.00844689,1.62295,3.41489,13.4845,0.339029,1325.44,0.0115192,0.000816997,0.499935,9.13059,0.15196,1706,1152.07,9.14318,3.22222,4744.49,119751.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53904,00041174274-02,41174274,2,3,7757.0,4.28079,0.209245,1.78537e-05,1.67325,0.636482,0.00944391,2.78507,0.00844743,1.62295,81.2633,17.547,0.278663,1325.31,0.000523533,0.0133369,0.9,9.68053,0.05833,1707,1369.03,9.01153,3.93595,4744.34,119736.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53905,00041174274-03,41174274,3,3,7757.0,4.28079,0.209252,1.60207e-05,1.83868,0.502823,0.0103776,4.04735,0.00844763,1.62295,109.889,19.6609,0.292134,1325.37,0.000428949,0.00596035,0.704445,6.43101,0.12083,1707,1215.82,7.99835,3.2235,4744.28,119730.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53906,00041227743-01,41227743,1,1,5988.0,4.30679,1.41883,4.57241e-05,1.59018,1.60332,0.0119238,1.40715,0.0255461,1.2216,128.062,13.7277,5.00557,1326.24,0.00470707,0.283301,0.887219,0.237,0.49517,252,188.31,9.37358,2.86535,1827.16,2634.05,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53907,00041227922-01,41227922,1,5,7957.0,4.19204,0.208396,-1.0,4.70547,-1.0,0.0234657,3.29863,0.00854684,1.83682,613.46,-1.0,0.5,1325.33,-1.0,0.0119447,0.1,10.5692,0.13021,1714,812.319,9.42509,4.03347,5147.21,165885.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53912,00041232189-01,41232189,1,2,9455.0,3.94759,0.521707,1.05175e-05,4.88135,0.878826,0.0162347,1.05256,0.0171119,2.75418,173.788,25.9861,2.77335,1382.19,0.00152968,1.38667,0.990105,14.1607,0.26342,577,241.601,8.08391,2.70512,5292.98,185491.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53913,00041232189-02,41232189,2,2,9455.0,3.94759,0.521747,1.11608e-05,2.46991,0.415988,0.00821459,2.09339,0.0171128,2.75418,69.1529,9.84372,1.50118,1381.92,0.000480203,0.0249313,0.7,0.0,0.26087,576,359.299,10.3112,3.81711,5292.85,185472.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53914,00041232835-01,41232835,1,2,5529.23,4.2961,0.239415,1.4928e-05,3.47684,0.594634,0.0366315,2.10656,0.00616749,0.869416,1186.13,239.071,0.500139,1325.45,0.000227374,0.0842047,0.900028,17.7396,0.11754,1247,421.752,28.1157,4.79612,2896.78,16641.2,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53915,00041232835-02,41232835,2,2,5529.23,4.2961,0.239419,5.18372e-06,6.16524,0.780785,0.064956,2.11276,0.00616756,0.869416,3699.58,248.213,0.551084,1325.33,9.95613e-05,0.156299,0.901434,8.94497,0.07813,1248,139.304,16.9398,7.98175,2896.77,16640.9,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53916,00041233766-01,41233766,1,1,6066.02,4.12407,0.570548,1.29559e-05,2.93684,0.461936,0.0167117,1.25469,0.0145393,1.60974,205.143,22.6512,1.62802,1438.36,0.00167217,0.461449,0.975027,6.13922,0.39694,377,304.907,10.6409,4.18019,2816.45,14870.6,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53917,00041259805-01,41259805,1,2,8034.0,4.22261,0.857259,5.62079e-06,2.99999,1.06528,0.0153744,3.36129,0.0220587,1.78739,264.146,17.0355,2.00041,1325.81,0.000387943,0.0315357,0.100664,16.1787,0.2125,416,117.468,17.8967,3.19803,3191.12,24507.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53918,00041259805-02,41259805,2,2,8034.0,4.22261,0.285757,5.44863e-06,3.17004,0.542957,0.0162459,1.2867,0.0106048,1.78739,210.029,15.1304,0.779081,1325.38,0.000352954,0.198094,0.972713,1.01548,0.15556,1250,1608.73,19.7002,9.6618,4602.37,106035.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53919,00041333410-01,41333410,1,1,6436.0,4.438,0.672149,2.0519e-05,1.16216,1.74274,0.0106454,1.95516,0.0150245,1.0,127.679,19.073,2.67888,1354.54,0.00255165,0.0342167,0.30951,5.21159,0.45964,488,219.106,7.84763,3.2095,2316.91,6810.11,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53921,00041337760-01,41337760,1,2,5632.0,4.438,0.238499,1.87163e-05,0.966564,1.10728,0.00822008,1.987,0.00791252,1.07709,58.6735,12.846,0.472674,1354.18,0.000788159,0.0200259,0.9,8.93268,0.11979,1377,869.002,9.06316,3.91459,2899.5,16703.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53922,00041337760-02,41337760,2,2,5632.0,4.438,0.310489,1.16573e-05,0.969143,1.13323,0.00824201,2.07587,0.00943383,1.07709,70.1853,10.5001,0.89322,1354.17,0.00103794,0.0152244,0.708273,3.78747,0.08194,1058,467.584,8.31715,3.18306,2655.44,11750.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53923,00041361938-01,41361938,1,1,5709.49,4.96324,0.620109,1.55321e-05,1.08547,1.86339,0.0115033,1.97,0.019335,0.864359,155.98,24.5936,2.55203,1325.69,0.00221016,0.0321436,0.0478856,3.32981,0.38675,576,373.605,8.31907,3.04734,1684.47,1902.74,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53924,00041364284-01,41364284,1,2,7246.0,4.08061,0.504893,5.5502e-06,1.91449,0.355073,0.00909887,1.6917,0.014615,1.92736,86.1474,4.93911,1.9561,1325.72,0.000542568,0.034657,0.670192,17.9883,0.16183,707,442.896,16.0391,3.89443,3671.74,42954.4,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53925,00041364284-02,41364284,2,2,7246.0,4.08061,0.504917,4.95313e-06,1.85319,0.748453,0.00880753,2.45933,0.0146155,1.92736,85.4847,5.2199,1.53254,1325.37,0.0010653,0.0162284,0.363145,1.19966,0.22083,708,831.314,20.2514,4.46175,3671.68,42951.7,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53926,00041459998-01,41459998,1,1,6310.05,3.88015,0.536814,8.93847e-06,9.05281,8.19399,0.0366392,7.91457,0.0145293,2.26326,1509.96,121.074,0.516079,1597.18,0.000518988,0.0200553,0.298731,2.20751,0.14511,159,78.4458,12.8223,3.9437,3475.12,34466.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53927,00414618628-01,414618628,1,2,3997.0,4.67597,0.411567,3.46926e-05,2.07864,1.5917,0.0304647,1.72474,0.00950662,0.625,1048.25,127.98,1.81928,1597.17,0.00218378,0.0785093,0.495666,9.0457,0.2032,137,94.5807,8.88576,3.14983,1430.06,988.402,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53928,00414618628-02,414618628,2,2,3997.0,4.67597,0.411589,4.04103e-05,2.35036,0.515813,0.034447,1.48069,0.00950696,0.625,1046.04,150.302,1.47947,1596.96,0.00274889,0.213302,0.883021,0.0,0.20577,136,183.802,8.94735,3.59409,1430.03,988.331,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53930,00041463056-01,41463056,1,1,4021.0,4.61398,0.548933,1.37575e-05,1.20993,0.203365,0.0171117,1.24104,0.0112479,0.647684,241.144,27.4646,2.31407,1325.8,0.00244552,0.247473,0.918085,1.70126,0.20586,651,499.851,10.1476,4.08225,1346.39,776.624,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53931,00041483281-01,41483281,1,4,7039.0,4.3651,0.49421,5.29632e-06,8.89375,4.0781,0.060071,1.09882,0.0141799,1.35618,1669.48,89.2809,3.4681,1325.74,0.00122738,1.73405,0.990105,21.8372,0.16923,723,368.058,15.1713,3.33897,3037.56,20119.6,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53932,00041483281-02,41483281,2,4,7039.0,4.3651,0.269078,7.60668e-06,4.59998,1.62921,0.0310696,2.00417,0.0094548,1.35618,1066.18,113.768,1.0477,1325.53,0.000391666,0.0396673,0.374654,17.9607,0.0913,1327,315.349,25.0904,9.77582,3719.94,45254.6,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53934,00041483281-04,41483281,4,4,7039.0,4.3651,0.630635,2.04487e-05,4.04117,2.27033,0.0272953,3.78061,0.0166821,1.35618,768.068,251.548,0.981784,1325.76,0.001413,0.0505398,0.7,4.42302,0.23618,566,0.22903,9.71132,7.048,2800.5,14536.6,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53937,00041529189-01,41529189,1,2,7085.0,4.06485,1.18755,3.21412e-05,2.0407,1.08966,0.00970255,1.96504,0.025531,1.9266,104.125,12.7233,4.6325,1438.05,0.00216032,0.0557172,0.357372,14.2189,0.40556,206,85.0105,9.34773,3.2375,2715.77,12855.7,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53938,00041529189-02,41529189,2,2,7085.0,4.06485,1.18762,1.51759e-05,2.89273,1.25169,0.0137535,2.51455,0.0255319,1.9266,210.923,14.7058,3.64282,1438.46,0.00102636,0.0561792,0.270443,17.2418,0.39028,206,193.089,12.529,3.94222,2715.72,12854.7,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53939,00041533230-01,41533230,1,3,6152.0,4.27781,0.710366,1.22753e-05,2.73057,2.82645,0.0192295,2.15224,0.0164262,1.30072,406.701,64.368,2.36851,1411.39,0.000751608,0.063531,0.506971,11.4471,0.20417,382,95.6044,13.219,8.20125,2415.64,8047.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53940,00041533230-02,41533230,2,3,6152.0,4.27781,0.710355,5.41218e-06,7.38097,7.38713,0.0519789,6.21946,0.016426,1.30072,2382.28,141.176,0.480925,1411.23,0.000303839,0.109064,0.9,16.181,0.325,382,377.687,30.1122,6.05047,2415.65,8047.46,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53941,00041533230-03,41533230,3,3,6152.0,4.27781,0.355178,2.97775e-06,6.59809,6.6083,0.0464656,3.75066,0.0103477,1.30072,1901.51,88.9345,0.399335,1411.2,0.00024274,0.0821487,0.9,3.27935,0.05726,764,321.074,29.4406,4.63649,3043.53,20278.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53947,00418187845-01,418187845,1,1,5576.0,4.38409,0.706165,4.61202e-05,2.26268,4.49259,0.0196265,3.35629,0.0154492,1.05603,452.664,59.9758,1.64929,1596.86,0.00184184,0.0334016,0.145154,3.81992,0.37083,80,61.4681,10.2574,3.05039,2034.23,4046.86,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53948,00418213448-01,418213448,1,1,6735.0,4.3469,0.989936,0.000293246,2.90672,0.755941,0.0199954,1.09973,0.0219503,1.33159,327.113,37.8232,5.40817,1597.01,0.00976132,1.14697,0.955462,3.80466,0.47222,57,27.9021,7.29987,3.478,2314.7,6784.21,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53949,00418249584-01,418249584,1,1,7083.0,4.438,0.36442,1.56988e-05,6.17939,2.06842,0.0137087,1.58236,0.0257111,4.12901,171.034,34.6275,1.02054,1596.83,0.000575976,0.0715402,0.9,8.08531,0.18056,154,113.072,7.34032,3.06657,3960.7,58157.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53952,00418295363-01,418295363,1,2,9362.0,4.06916,1.04688,5.64211e-05,7.45922,1.70416,0.0289648,1.14403,0.0269539,2.35896,467.321,19.9174,4.08379,1597.15,0.00163763,2.04189,0.990105,1.57354,0.60139,54,81.953,20.1216,5.29725,3864.65,52718.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53953,00418295363-02,418295363,2,2,9362.0,4.06916,1.32238,0.000163519,2.52428,0.430967,0.00980198,1.66689,0.0314963,2.35896,90.4039,13.0901,3.61112,1598.04,0.00370524,0.156411,0.879963,7.72119,0.46177,43,17.1611,8.0422,3.72676,3575.13,38608.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53973,00421469260-01,421469260,1,1,5437.0,4.51497,0.61945,3.93643e-05,1.81221,3.25454,0.0186187,3.37992,0.0139826,0.891576,404.214,56.6874,1.38904,1597.28,0.00177502,0.0285878,0.297822,6.90542,0.42507,90,57.9645,7.46814,2.80136,1915.74,3183.21,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53975,00421895532-01,421895532,1,2,31000.0,5.59998,0.290175,1.05549e-05,1.20184,0.147426,0.0611608,2.54983,0.00667478,0.18,3936.17,387.182,0.947765,1325.43,0.000665977,0.0581051,0.1,14.0982,0.14722,1231,140.973,10.8533,2.99518,7103.49,601737.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53976,00421895532-02,421895532,2,2,31000.0,5.59998,0.290177,1.25234e-05,1.41153,0.0760796,0.0718314,1.55392,0.00667481,0.18,4949.4,507.636,1.05839,1325.58,0.00077981,0.329556,0.9,0.0,0.14433,1231,243.843,13.4658,3.80235,7103.47,601731.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53977,00421941223-01,421941223,1,1,2943.0,5.14694,0.556647,1.55321e-05,0.813864,0.208609,0.0497002,1.42885,0.0064454,0.15,2651.89,301.178,3.0337,1325.33,0.00295411,0.267533,0.630865,4.23554,0.28333,642,89.4957,7.63438,3.2105,626.474,36.4027,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53980,00425057879-01,425057879,1,3,9023.0,4.05456,0.760117,1.37252e-05,2.16291,0.334713,0.0198123,1.94957,0.0121505,1.0,402.633,62.5629,2.43779,1325.81,0.00114428,0.0962969,0.7,9.97159,0.40037,470,187.382,9.41057,3.23585,3611.98,40225.5,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53983,00425067522-01,425067522,1,1,5780.0,4.07397,0.874168,1.26023e-05,3.83037,1.71258,0.0350863,3.10046,0.0135376,1.0,1422.77,159.596,2.2127,1326.16,0.00136933,0.0823785,0.246064,6.0401,0.43333,409,269.365,10.2588,3.73563,2192.04,5456.53,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53997,00429345729-01,429345729,1,2,3658.0,4.79395,0.248406,1.09279e-05,2.37507,1.80436,0.0461906,2.70518,0.00615545,0.471,2450.63,281.394,0.717679,1596.96,0.000709001,0.0370167,0.3348,9.94466,0.12435,226,144.487,9.12476,2.81154,1411.94,939.258,"1,2,3,4,5,6,7,8,9,10,11,12,13"
53998,00429345729-02,429345729,2,2,3658.0,4.79395,0.248307,1.79016e-05,4.30921,7.17266,0.0838058,1.13955,0.00615383,0.471,2894.12,267.127,1.70202,1596.84,0.00190501,0.851009,0.989961,0.01041,0.08542,226,186.7,9.82065,2.8766,1412.13,939.754,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54000,00431479577-01,431479577,1,1,3214.0,5.01067,0.597856,1.14627e-05,1.02508,0.541888,0.0381697,2.34874,0.00846707,0.246,1710.57,192.149,2.08266,1325.84,0.00154698,0.0824511,0.1,5.35665,0.1533,597,143.861,8.34737,3.41616,764.432,80.7005,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54005,00432752288-01,432752288,1,1,8208.0,4.14943,0.326166,1.56653e-05,3.12627,0.876339,0.0144801,4.31169,0.0117136,1.97766,215.257,32.1941,0.433411,1543.48,0.000512597,0.0120125,0.697812,8.0575,0.22726,161,129.524,8.44342,2.75896,4706.08,115920.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54010,00433440595-01,433440595,1,1,6610.0,4.18779,0.260392,5.93153e-06,5.70113,1.81983,0.033285,1.07023,0.00889698,1.56895,546.129,23.7359,1.62055,1569.51,0.000590554,0.810273,0.990105,1.35888,0.06667,210,220.134,21.5332,4.18393,3873.26,53189.7,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54019,00438579150-01,438579150,1,2,7968.0,4.10429,0.278818,1.17906e-05,2.8634,2.28283,0.0128927,2.0102,0.0103854,2.0344,179.457,21.5595,1.0,1543.36,0.00051868,0.018185,0.5,11.8465,0.1,188,147.311,9.00168,2.63863,4920.94,138584.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54020,00438579150-02,438579150,2,2,7968.0,4.10429,0.278806,1.34588e-05,5.21996,4.1835,0.0235033,1.06406,0.0103851,2.0344,308.564,38.6107,1.55053,1543.46,0.00119569,0.775263,0.990105,4.76668,0.09826,189,222.858,11.8631,3.59062,4921.01,138592.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54021,00438840318-01,438840318,1,1,6184.0,4.62811,1.2603,0.000314002,2.10383,0.418322,0.0220425,1.39229,0.0241697,0.87427,395.493,52.3913,3.70775,1543.34,0.0072637,0.699613,0.947473,1.91364,0.63056,42,24.8609,7.16757,3.74917,1641.15,1714.41,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54023,00439139241-01,439139241,1,1,5427.0,4.75153,1.04061,8.41793e-05,1.97116,0.693805,0.0266286,2.43516,0.0197412,0.678066,807.587,55.6062,3.15918,1543.64,0.00221298,0.106272,0.441529,4.01123,0.50694,51,47.4268,12.041,3.64292,1403.46,916.909,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54026,00440537642-01,440537642,1,2,5780.0,4.438,0.539472,2.17143e-05,1.27317,0.885748,0.0116623,2.45644,0.0129758,1.0,157.573,21.3066,1.70735,1543.63,0.00085733,0.0220318,0.23367,7.25067,0.19204,97,18.9936,10.7515,2.91466,2238.99,5939.24,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54027,00440537642-02,440537642,2,2,5780.0,4.438,0.539239,1.52743e-05,1.38534,1.07385,0.0126897,9.45165,0.0129721,1.0,184.856,23.7833,0.425224,1543.27,0.000575194,0.00579224,0.279108,9.66369,0.0625,98,24.232,8.14,2.81609,2239.31,5942.66,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54028,00440538436-01,440538436,1,1,4241.0,4.438,0.357118,1.6502e-05,1.00542,0.626829,0.0133355,2.30955,0.00770049,0.69061,202.299,16.7525,1.077,1543.26,0.000961861,0.0205846,0.528359,3.26281,0.20417,147,171.737,11.4986,4.01096,1772.22,2331.26,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54032,00441226729-01,441226729,1,1,7980.0,4.438,0.214055,2.03363e-05,1.97796,0.786423,0.00611461,3.39335,0.0144545,2.9631,40.1101,9.57833,0.430331,1543.26,0.00110738,0.00356064,0.5,6.47944,0.05938,245,162.943,7.304,3.19601,5041.57,152681.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54033,00441227553-01,441227553,1,2,5860.0,4.27239,0.343729,1.84999e-05,1.76304,1.75787,0.0129611,2.78401,0.00979734,1.246,186.331,21.2057,0.862075,1543.52,0.0010296,0.0150848,0.495853,12.2441,0.17147,152,100.337,9.17374,2.99461,2916.05,17088.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54034,00441227553-02,441227553,2,2,5860.0,4.27239,0.343661,1.50158e-05,1.93943,1.23261,0.0142578,2.27372,0.00979604,1.246,225.671,16.9502,1.07787,1543.36,0.000864958,0.0210847,0.494028,0.0,0.17083,153,155.153,13.0023,3.93494,2916.24,17092.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54035,00442332488-01,442332488,1,2,8334.0,4.58394,0.218188,1.21458e-05,3.0669,1.00485,0.0231629,2.7664,0.00902729,1.21284,548.764,90.4318,0.465978,1543.36,0.000398713,0.0212317,0.708825,10.66,0.08799,240,184.953,9.20347,3.60962,4262.54,78018.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54036,00442332488-02,442332488,2,2,8334.0,4.58394,0.218177,9.4366e-06,3.18859,1.27965,0.024082,2.99795,0.00902702,1.21284,624.596,80.0661,0.516061,1543.23,0.000343459,0.016253,0.486058,8.17665,0.08438,241,298.4,9.39958,3.75154,4262.6,78022.8,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54037,00442456453-01,442456453,1,3,5780.0,4.438,0.319747,3.69283e-06,2.93706,0.582427,0.0269036,3.75321,0.00915573,1.0,747.832,27.2548,0.500431,1543.48,0.000166512,0.0255024,0.701344,21.9018,0.15827,164,107.845,26.1611,4.53883,2665.47,11929.3,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54038,00442456453-02,442456453,2,3,5780.0,4.438,0.319728,3.81462e-06,4.67801,2.42435,0.0428508,1.52609,0.00915537,1.0,809.364,34.3159,0.698209,1543.32,0.000230372,0.349105,0.990105,1.27616,0.11354,164,139.903,29.8691,5.24149,2665.52,11930.2,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54039,00442456453-03,442456453,3,3,5780.0,4.438,0.317215,5.83767e-06,2.45371,0.871836,0.0224761,3.43712,0.00910734,1.0,522.383,29.9926,0.540504,1543.46,0.000314061,0.0232381,0.701059,1.81825,0.11617,165,62.145,18.0582,4.52917,2672.54,12056.4,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54040,00443035038-01,443035038,1,3,3680.0,4.78498,0.270469,2.01788e-05,5.17047,1.67671,0.0982608,2.0672,0.0065704,0.482,11302.7,1354.79,1.15037,1543.48,0.00150761,0.113354,0.133899,8.71488,0.13713,195,125.26,9.60597,2.68928,1390.81,884.282,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54046,00443494454-03,443494454,3,4,4364.0,4.56749,0.291388,6.89346e-06,3.03223,1.2608,0.039015,2.34875,0.00757853,0.711914,1883.95,105.169,1.01947,1543.46,0.000385881,0.040899,0.0379495,18.8905,0.14692,180,48.3959,15.0536,3.10193,1866.37,2867.56,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54047,00443494454-04,443494454,4,4,4364.0,4.56749,0.291359,9.82324e-06,6.32076,4.36832,0.0813278,1.20223,0.00757802,0.711914,2547.39,110.899,1.53842,1543.32,0.000803736,0.76921,0.990105,0.0,0.14444,180,134.844,13.7795,3.55623,1866.43,2867.95,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54048,00444230625-01,444230625,1,2,7526.0,4.23337,0.201693,1.81395e-05,2.31768,1.35443,0.0127156,3.2824,0.00809995,1.66961,179.951,39.6875,0.480744,1543.28,0.000541299,0.006303,0.106912,9.91421,0.1,260,178.367,8.82602,2.8939,4767.85,122127.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54049,00444230625-02,444230625,2,2,7526.0,4.23337,0.201689,1.47009e-05,2.58614,0.796999,0.0141884,2.69298,0.00809985,1.66961,204.686,37.7946,0.425547,1543.39,0.000501038,0.0127374,0.727061,4.26886,0.13818,260,294.955,9.19768,3.53914,4767.88,122130.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54050,00444842193-01,444842193,1,1,5741.0,4.47122,1.07904,9.71277e-05,2.32012,1.83203,0.0217904,3.35093,0.0207818,0.975312,537.975,46.3321,2.3452,1544.25,0.00238167,0.0617668,0.41605,0.9132,0.69991,49,43.3193,11.4348,3.79322,1735.44,2143.69,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54051,00446055119-01,446055119,1,2,5072.0,4.32496,0.362344,1.45157e-05,2.36285,1.51206,0.0206198,2.15341,0.00942444,1.04966,485.82,37.9259,1.23498,1543.23,0.000757032,0.0338712,0.468072,13.3359,0.17639,145,90.6529,8.65046,2.9419,2361.93,7355.16,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54052,00446055119-02,446055119,2,2,5072.0,4.32496,0.362233,2.63088e-05,4.76251,3.02023,0.0415608,1.06055,0.00942251,1.04966,730.808,45.2206,2.81513,1543.41,0.0021299,1.40757,0.990105,0.0,0.18029,145,124.45,12.6156,3.52086,2362.18,7358.17,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54060,00446813403-01,446813403,1,2,6498.0,4.56166,0.704749,0.000110627,2.62942,1.29682,0.0240639,1.10763,0.0170605,1.0009,346.944,78.9059,3.11556,1596.97,0.00518106,1.55778,0.986246,10.9972,0.34722,80,38.1586,9.23016,2.93927,2196.2,5498.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54061,00446813403-02,446813403,2,2,6498.0,4.56166,0.704793,3.95079e-05,1.79535,0.570877,0.0164307,2.08456,0.0170612,1.0009,279.132,23.7713,2.07161,1597.32,0.00151487,0.0677462,0.700006,0.0,0.35228,79,78.7858,11.6774,5.06659,2196.15,5497.55,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54070,00448295627-01,448295627,1,1,6186.0,4.63303,0.349571,1.9517e-05,1.73738,1.83288,0.0182995,2.06606,0.0102823,0.869668,368.663,40.383,1.22418,1596.83,0.00129442,0.0312152,0.5,6.6185,0.18611,161,87.3785,8.33742,2.63937,2510.34,9385.41,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54071,00448387941-01,448387941,1,2,4731.0,4.52915,0.41137,2.21944e-05,1.66838,1.86467,0.0194798,2.59121,0.00988023,0.78453,465.17,48.2904,1.27056,1597.03,0.00127352,0.0256148,0.0202487,9.81637,0.1765,136,72.9433,8.6146,3.08135,1860.23,2829.99,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54072,00448387941-02,448387941,2,2,4731.0,4.52915,0.411104,4.44468e-05,3.32735,1.56192,0.0388496,1.04904,0.00987597,0.78453,771.535,79.6823,3.65989,1596.81,0.00342135,1.82995,0.981703,1.18378,0.16111,137,83.9231,11.3828,4.02349,1860.63,2832.44,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54079,00448585713-01,448585713,1,2,7439.0,4.17341,0.234473,1.39372e-05,2.78455,0.751952,0.0144023,1.65073,0.00889546,1.77101,179.027,32.2678,0.507507,1543.32,0.00067921,0.0583848,0.940874,10.0484,0.14077,224,187.071,8.55647,3.33116,4631.62,108756.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
54080,00448585713-02,448585713,2,2,7439.0,4.17341,0.23451,1.0355e-05,2.9484,1.12921,0.0152497,2.23554,0.00889639,1.77101,239.975,29.4054,0.6412,1543.46,0.000515669,0.0188768,0.689791,6.07214,0.14167,224,264.066,10.1908,4.90668,4631.38,108733.0,"1,2,3,4,5,6,7,8,9,10,11,12,13"
